ID	AGE	INCOME	GENDER	MARITAL	NUMKIDS	NUMCARDS	HOWPAID	MORTGAGE	STORECAR	LOANS	VALUE
102265	32	24505	f	single	1	2	monthly	y	3	1	weak profit
100921	26	24504	m	married	2	0	weekly	y	3	2	weak profit
102215	21	24504	f	single	0	2	monthly	y	1	1	weak profit
101535	22	24497	f	married	1	2	weekly	y	1	1	strong profit
101067	19	24497	m	married	2	2	weekly	y	1	1	weak profit
102805	25	24489	f	single	1	3	weekly	n	1	1	weak profit
101796	38	24484	f	married	2	2	weekly	y	2	1	weak profit
103474	47	24479	m	divsepwid	3	5	weekly	n	4	2	weak profit
101564	22	24479	f	married	1	2	monthly	y	2	1	weak profit
102417	26	24472	m	single	0	1	monthly	n	3	1	bad loss
101403	21	24469	f	married	2	2	weekly	y	2	1	weak profit
101096	19	24465	f	married	1	2	monthly	y	1	1	weak profit
102402	22	24464	m	single	1	1	monthly	n	1	1	weak profit
101699	37	24462	f	married	2	1	monthly	y	1	1	weak profit
101225	20	24462	f	married	2	2	weekly	y	2	1	weak profit
100926	18	24454	m	married	2	2	monthly	y	3	2	bad loss
101273	20	24452	f	married	2	2	weekly	y	2	1	weak profit
102110	30	24450	f	single	0	2	monthly	n	3	1	weak profit
101969	38	24443	m	married	1	1	weekly	y	1	1	bad loss
102505	23	24429	f	single	0	3	weekly	n	2	1	weak profit
100934	18	24429	f	married	2	2	weekly	y	1	2	weak profit
101940	25	24428	f	married	2	2	weekly	y	1	2	weak profit
102072	20	24421	m	single	1	2	weekly	n	3	1	weak profit
101967	28	24414	f	married	1	0	weekly	y	1	2	weak profit
103377	46	24411	f	divsepwid	4	6	weekly	n	4	3	weak profit
100935	18	24405	m	married	1	0	monthly	y	1	1	weak profit
101368	30	24397	f	married	1	1	monthly	y	1	2	weak profit
102572	23	24397	f	single	0	2	monthly	y	3	1	weak profit
102268	21	24394	m	single	0	1	weekly	y	1	1	weak profit
103142	43	24387	f	divsepwid	2	6	weekly	y	5	3	weak profit
102530	23	24384	m	single	0	3	monthly	n	3	1	strong profit
101846	24	24380	f	married	1	2	monthly	y	3	1	weak profit
102536	29	24377	f	single	0	1	weekly	n	1	1	weak profit
102554	23	24377	f	single	1	2	weekly	n	3	1	weak profit
101522	22	24377	m	married	2	0	weekly	y	3	2	weak profit
102567	23	24376	f	single	1	1	monthly	y	2	1	weak profit
103634	28	24374	m	divsepwid	4	6	weekly	y	4	3	bad loss
102685	32	24374	f	single	1	1	monthly	n	3	1	weak profit
103472	47	24373	f	divsepwid	3	6	weekly	n	3	3	strong profit
101384	21	24364	f	married	1	2	weekly	y	1	1	weak profit
102217	21	24362	f	single	0	3	monthly	n	1	1	weak profit
101650	23	24355	f	married	2	0	monthly	y	1	1	weak profit
101206	35	24351	m	married	2	0	monthly	y	1	2	bad loss
101268	32	24350	f	married	2	1	monthly	y	3	2	weak profit
103290	45	24345	m	divsepwid	2	6	weekly	n	3	2	weak profit
102823	26	24342	m	single	1	3	monthly	n	2	1	weak profit
101372	21	24335	m	married	2	2	monthly	y	1	2	weak profit
100922	28	24332	f	married	1	0	weekly	y	3	1	weak profit
101065	19	24332	m	married	2	2	monthly	y	1	2	strong profit
101961	37	24330	m	married	1	0	weekly	y	2	2	weak profit
101355	28	24328	m	married	1	2	weekly	y	3	2	weak profit
103564	27	24327	m	divsepwid	3	5	weekly	y	5	2	bad loss
101241	20	24322	m	married	1	0	monthly	y	1	2	weak profit
102679	24	24317	f	single	0	3	weekly	y	1	1	weak profit
101818	28	24315	m	married	1	1	monthly	y	2	2	weak profit
102254	21	24315	f	single	0	3	weekly	n	1	1	weak profit
103465	47	24314	m	divsepwid	3	6	weekly	n	3	3	bad loss
103041	42	24313	f	divsepwid	3	5	weekly	y	4	2	weak profit
100905	18	24313	m	married	2	0	weekly	y	2	1	weak profit
101938	25	24312	f	married	2	0	monthly	y	1	2	weak profit
102726	31	24311	f	single	0	3	monthly	n	1	1	bad loss
101816	24	24307	f	married	2	0	weekly	y	3	1	weak profit
103218	44	24305	m	divsepwid	3	5	weekly	n	5	2	strong profit
103793	41	24304	m	married	2	4	monthly	y	5	1	bad loss
102258	21	24300	m	single	1	2	weekly	n	1	1	weak profit
101259	20	24296	f	married	1	0	weekly	y	2	1	weak profit
103956	35	24293	f	married	3	3	weekly	y	4	1	bad loss
101651	23	24290	m	married	2	1	monthly	y	1	1	weak profit
102095	20	24290	m	single	1	1	monthly	n	3	1	weak profit
102817	25	24284	m	single	0	3	monthly	y	2	1	weak profit
101570	22	24281	f	married	2	2	weekly	y	3	1	weak profit
103790	41	24271	f	married	3	3	monthly	y	4	2	bad loss
103462	47	24269	f	divsepwid	2	6	weekly	y	5	3	strong profit
101513	27	24268	m	married	1	1	weekly	y	2	1	weak profit
101094	19	24258	m	married	1	0	monthly	y	2	2	weak profit
101375	21	24252	f	married	1	1	monthly	y	1	1	weak profit
101524	28	24250	f	married	2	2	weekly	y	3	1	weak profit
102802	25	24248	m	single	1	2	monthly	n	1	1	weak profit
101361	21	24247	m	married	1	1	monthly	y	1	2	weak profit
102552	23	24246	m	single	1	1	monthly	n	1	1	weak profit
101815	27	24245	f	married	2	0	weekly	y	1	1	weak profit
101248	20	24245	m	married	2	2	monthly	y	2	1	weak profit
103141	43	24244	f	divsepwid	2	5	weekly	n	4	2	bad loss
100933	18	24241	m	married	2	2	monthly	y	1	2	weak profit
102120	20	24240	f	single	1	2	weekly	y	2	1	weak profit
101646	23	24236	f	married	2	2	weekly	y	3	1	weak profit
102723	24	24229	m	single	0	2	monthly	n	2	1	weak profit
102061	20	24228	m	single	0	3	weekly	y	2	1	weak profit
101829	24	24227	m	married	1	0	weekly	y	2	1	weak profit
102711	24	24225	f	single	1	1	weekly	n	1	1	weak profit
102077	26	24221	m	single	0	2	monthly	y	3	1	weak profit
102253	21	24220	m	single	0	3	monthly	n	2	1	bad loss
101095	19	24217	m	married	1	1	weekly	y	3	2	weak profit
103785	34	24203	f	married	3	3	weekly	y	4	1	bad loss
102560	28	24191	f	single	1	1	monthly	y	3	1	weak profit
102277	21	24175	m	single	1	3	weekly	n	2	1	weak profit
101091	19	24175	m	married	2	1	weekly	y	1	1	weak profit
103042	34	24172	f	divsepwid	3	5	weekly	n	4	3	weak profit
102968	41	24160	f	divsepwid	2	6	weekly	n	5	2	weak profit
102563	23	24157	m	single	0	2	monthly	y	1	1	weak profit
101927	25	24150	m	married	1	1	weekly	y	1	1	weak profit
102105	20	24148	m	single	0	3	weekly	y	1	1	bad loss
101837	24	24146	f	married	1	0	weekly	y	2	1	weak profit
101539	32	24136	m	married	2	1	monthly	y	1	2	weak profit
101114	19	24135	f	married	2	2	weekly	y	2	1	weak profit
102565	23	24131	f	single	0	2	weekly	n	3	1	weak profit
101060	19	24127	f	married	1	1	weekly	y	2	2	weak profit
101223	20	24118	f	married	1	2	weekly	y	2	2	weak profit
102121	37	24112	m	single	1	3	monthly	y	3	1	weak profit
102503	23	24101	m	single	0	2	weekly	n	3	1	weak profit
102803	25	24099	f	single	1	2	weekly	y	2	1	weak profit
102824	25	24098	f	single	1	3	weekly	n	2	1	weak profit
101945	25	24097	f	married	1	1	monthly	y	1	1	weak profit
103461	38	24081	f	divsepwid	2	5	weekly	n	5	2	strong profit
103145	43	24081	m	divsepwid	4	6	weekly	y	4	3	weak profit
102820	25	24076	m	single	0	3	weekly	y	1	1	weak profit
103380	46	24072	f	divsepwid	2	6	weekly	y	4	3	weak profit
102848	25	24069	f	single	0	1	monthly	n	1	1	weak profit
102858	25	24067	f	single	0	3	weekly	n	1	1	weak profit
101680	23	24061	m	married	2	0	weekly	y	1	2	weak profit
101077	19	24058	m	married	2	1	weekly	y	3	2	weak profit
103052	42	24057	f	divsepwid	4	6	weekly	n	3	3	bad loss
104055	49	24056	m	married	3	3	monthly	y	4	1	bad loss
104094	50	24052	f	married	2	4	weekly	y	5	1	bad loss
101512	22	24049	f	married	1	0	monthly	y	3	2	weak profit
102275	21	24042	f	single	1	1	monthly	y	2	1	weak profit
103374	28	24039	m	divsepwid	3	6	weekly	n	4	3	bad loss
103957	46	24039	m	married	3	3	monthly	y	5	1	bad loss
103372	46	24037	f	divsepwid	2	5	weekly	n	5	3	weak profit
101112	19	24034	f	married	2	0	weekly	y	2	1	weak profit
103550	48	24027	f	divsepwid	4	5	weekly	n	4	2	bad loss
103988	47	24025	f	married	3	3	weekly	y	4	1	bad loss
103707	50	24017	m	divsepwid	3	6	weekly	n	4	2	bad loss
104058	30	24013	f	married	2	4	weekly	y	5	2	bad loss
101087	36	24012	f	married	2	0	monthly	y	1	2	weak profit
101565	22	24006	f	married	1	2	weekly	y	1	1	weak profit
101951	25	24000	f	married	1	1	weekly	y	2	2	weak profit
101089	19	23997	m	married	2	0	weekly	y	3	2	bad loss
102682	24	23993	m	single	1	3	weekly	y	1	1	weak profit
102523	23	23992	m	single	1	1	weekly	y	2	1	weak profit
101397	21	23991	f	married	1	1	weekly	y	2	1	weak profit
101260	20	23986	f	married	1	1	monthly	y	2	1	weak profit
101678	23	23983	f	married	1	2	monthly	y	2	2	weak profit
101812	24	23982	f	married	1	2	monthly	y	2	2	weak profit
102218	33	23980	m	single	0	3	weekly	n	1	1	weak profit
100919	18	23978	f	married	2	0	weekly	y	1	2	weak profit
101664	29	23969	f	married	2	0	monthly	y	3	1	weak profit
101701	23	23955	f	married	2	1	weekly	y	2	1	weak profit
103704	50	23952	f	divsepwid	2	6	weekly	n	3	3	bad loss
102556	23	23951	f	single	1	3	weekly	n	1	1	weak profit
102519	27	23949	f	single	1	2	weekly	n	1	1	weak profit
100900	18	23946	f	married	2	0	monthly	y	3	2	bad loss
103468	47	23940	m	divsepwid	2	5	weekly	n	5	3	weak profit
102976	41	23937	m	divsepwid	3	6	weekly	y	4	3	strong profit
101072	19	23933	m	married	2	0	monthly	y	1	1	weak profit
102681	24	23923	m	single	1	2	monthly	y	3	1	weak profit
101221	20	23921	m	married	1	2	weekly	y	1	1	weak profit
103848	43	23910	f	married	2	4	monthly	y	4	2	bad loss
101497	29	23909	m	married	1	0	weekly	y	1	2	weak profit
103045	42	23902	f	divsepwid	2	5	weekly	y	5	3	strong profit
103888	44	23900	f	married	3	4	weekly	y	4	1	bad loss
102229	30	23894	m	single	1	2	weekly	y	1	1	bad loss
102406	22	23893	m	single	1	2	monthly	n	1	1	bad loss
102367	22	23891	f	single	0	1	monthly	n	2	1	weak profit
101517	22	23890	m	married	2	1	monthly	y	3	1	bad loss
102091	20	23889	f	single	1	3	weekly	y	3	1	weak profit
101648	23	23885	f	married	1	2	monthly	y	1	2	weak profit
102125	20	23875	m	single	1	2	monthly	y	3	1	weak profit
102902	40	23874	m	divsepwid	4	6	weekly	n	5	2	bad loss
103786	28	23871	m	married	3	3	weekly	y	4	2	bad loss
103139	43	23861	m	divsepwid	2	5	weekly	y	3	3	bad loss
101059	38	23853	f	married	1	0	monthly	y	3	1	weak profit
102966	41	23851	f	divsepwid	2	5	weekly	n	5	2	bad loss
102504	27	23851	m	single	0	3	weekly	y	2	1	weak profit
102705	36	23848	m	single	0	2	monthly	n	3	1	bad loss
101236	20	23848	m	married	2	1	weekly	y	2	2	weak profit
101690	23	23845	m	married	1	1	weekly	y	2	1	weak profit
103469	47	23838	f	divsepwid	2	6	weekly	y	3	2	strong profit
103301	45	23837	m	divsepwid	3	6	weekly	y	5	3	strong profit
102977	41	23836	f	divsepwid	4	5	weekly	y	4	3	strong profit
101653	23	23834	f	married	2	1	weekly	y	3	1	strong profit
101404	21	23834	m	married	2	2	weekly	y	3	1	weak profit
103893	44	23830	m	married	3	3	monthly	y	5	1	bad loss
102577	23	23830	f	single	1	2	monthly	n	3	1	weak profit
101926	25	23827	f	married	1	1	monthly	y	2	2	weak profit
102239	21	23821	f	single	1	2	weekly	y	2	1	weak profit
101673	38	23819	f	married	2	0	weekly	y	3	1	weak profit
101068	19	23816	f	married	1	0	monthly	y	1	2	bad loss
103295	45	23808	m	divsepwid	4	6	weekly	y	4	3	bad loss
104054	30	23806	f	married	3	4	weekly	y	4	2	weak profit
103130	43	23805	f	divsepwid	2	5	weekly	n	4	3	bad loss
100928	18	23796	m	married	2	2	weekly	y	3	1	weak profit
102410	22	23793	f	single	0	2	monthly	y	2	1	weak profit
103565	38	23788	m	divsepwid	4	5	weekly	n	4	2	bad loss
102122	20	23786	m	single	0	1	monthly	n	2	1	weak profit
101936	25	23784	m	married	1	2	weekly	y	2	2	strong profit
102690	24	23779	m	single	0	2	weekly	y	2	1	weak profit
101232	34	23778	m	married	2	0	monthly	y	3	1	weak profit
102119	20	23766	m	single	1	2	monthly	n	2	1	weak profit
101242	20	23755	m	married	1	0	monthly	y	3	2	weak profit
102541	27	23751	m	single	1	1	monthly	y	1	1	weak profit
102891	40	23746	f	divsepwid	2	5	weekly	y	5	2	weak profit
103889	44	23742	f	married	3	3	weekly	y	5	1	bad loss
101500	30	23740	m	married	2	0	monthly	y	2	1	weak profit
101356	21	23739	f	married	2	0	monthly	y	1	2	weak profit
102721	24	23735	f	single	0	1	weekly	n	1	1	weak profit
102220	21	23735	m	single	1	3	monthly	n	1	1	weak profit
101655	31	23733	m	married	1	2	weekly	y	1	1	weak profit
103387	46	23732	f	divsepwid	2	6	weekly	n	4	2	bad loss
101841	24	23729	m	married	2	1	weekly	y	1	2	weak profit
102861	25	23721	m	single	0	1	weekly	y	3	1	weak profit
102271	21	23715	f	single	0	1	weekly	y	3	1	bad loss
102062	27	23714	m	single	1	1	monthly	n	3	1	weak profit
101954	25	23714	f	married	2	1	monthly	y	2	1	weak profit
102829	25	23710	f	single	1	2	weekly	n	2	1	weak profit
102887	40	23707	m	divsepwid	2	5	weekly	n	5	3	bad loss
101833	24	23703	m	married	2	1	weekly	y	3	2	weak profit
101088	19	23703	m	married	2	0	monthly	y	3	1	weak profit
101929	25	23698	f	married	2	2	monthly	y	3	1	weak profit
102892	40	23693	f	divsepwid	2	6	weekly	n	3	3	weak profit
103553	48	23688	m	divsepwid	4	6	weekly	n	3	3	strong profit
102535	23	23682	m	single	0	1	weekly	y	3	1	weak profit
102407	22	23682	f	single	1	2	weekly	n	2	1	weak profit
101234	20	23680	f	married	2	1	monthly	y	2	2	weak profit
100901	18	23677	f	married	2	1	monthly	y	2	2	weak profit
101953	25	23671	f	married	1	2	weekly	y	3	2	weak profit
102380	30	23663	f	single	1	1	monthly	y	3	1	weak profit
102219	30	23662	f	single	1	2	weekly	n	2	1	weak profit
102500	23	23661	m	single	0	1	weekly	n	2	1	weak profit
101960	25	23656	m	married	1	0	monthly	y	3	1	weak profit
102810	35	23653	m	single	0	2	weekly	y	2	1	weak profit
101394	21	23646	f	married	2	0	weekly	y	1	1	weak profit
102262	21	23641	f	single	0	3	monthly	y	3	1	weak profit
103378	46	23638	f	divsepwid	2	5	weekly	y	3	2	bad loss
103477	35	23637	m	divsepwid	4	5	weekly	y	3	3	strong profit
103134	43	23636	m	divsepwid	3	5	weekly	n	3	3	strong profit
102857	25	23628	m	single	0	3	monthly	y	3	1	weak profit
100895	18	23626	m	married	2	2	monthly	y	3	1	bad loss
104024	48	23620	m	married	2	4	weekly	y	4	2	bad loss
102813	25	23611	m	single	1	2	weekly	y	1	1	weak profit
102571	23	23606	f	single	0	1	weekly	y	2	1	bad loss
102543	23	23604	m	single	1	2	monthly	y	3	1	weak profit
101832	24	23599	m	married	2	1	monthly	y	2	2	weak profit
101256	20	23599	m	married	2	2	monthly	y	1	2	weak profit
102732	24	23593	m	single	1	3	weekly	n	3	1	weak profit
101508	22	23593	m	married	2	0	weekly	y	1	2	weak profit
102416	22	23593	m	single	0	1	monthly	n	2	1	weak profit
101684	23	23590	f	married	1	0	weekly	y	2	2	weak profit
101534	32	23588	f	married	1	1	monthly	y	3	2	weak profit
102524	23	23586	f	single	1	2	monthly	y	1	1	weak profit
102502	23	23578	f	single	0	2	weekly	y	1	1	weak profit
101080	19	23578	m	married	2	2	weekly	y	3	1	weak profit
102830	25	23576	m	single	1	3	monthly	n	1	1	weak profit
101567	22	23567	m	married	2	0	weekly	y	1	2	weak profit
101794	24	23566	m	married	2	0	weekly	y	3	2	weak profit
103699	50	23565	f	divsepwid	2	6	weekly	y	4	3	strong profit
101980	25	23565	f	married	2	2	monthly	y	3	1	weak profit
102394	27	23558	f	single	0	1	weekly	y	2	1	strong profit
101652	23	23557	m	married	2	1	monthly	y	2	2	weak profit
101547	22	23552	f	married	1	1	weekly	y	1	2	bad loss
103701	50	23550	m	divsepwid	4	5	weekly	n	3	3	bad loss
103792	41	23546	f	married	2	4	weekly	y	5	1	bad loss
100938	18	23540	f	married	2	1	monthly	y	1	2	weak profit
103391	46	23531	m	divsepwid	4	6	weekly	n	4	3	bad loss
102544	23	23522	f	single	1	2	weekly	n	1	1	weak profit
102232	21	23519	f	single	1	1	monthly	y	2	1	weak profit
102713	24	23518	m	single	0	2	monthly	y	3	1	weak profit
103784	41	23516	f	married	3	4	monthly	y	4	1	bad loss
101982	25	23515	m	married	1	2	monthly	y	2	2	weak profit
102366	22	23513	m	single	1	2	weekly	y	3	1	weak profit
102707	24	23507	m	single	0	3	monthly	y	1	1	weak profit
101061	19	23506	f	married	1	2	weekly	y	3	2	weak profit
101686	28	23504	m	married	2	0	monthly	y	3	2	bad loss
102361	22	23492	f	single	0	3	weekly	y	2	1	weak profit
101981	25	23483	m	married	1	1	monthly	y	2	2	bad loss
101692	23	23481	f	married	2	0	weekly	y	2	2	weak profit
103698	50	23480	m	divsepwid	4	5	weekly	n	4	2	weak profit
102845	25	23477	f	single	1	1	weekly	n	2	1	weak profit
102126	20	23477	f	single	1	2	weekly	y	2	1	weak profit
102678	24	23475	m	single	0	3	monthly	n	2	1	weak profit
103703	50	23471	f	divsepwid	2	6	weekly	y	3	3	weak profit
101952	25	23465	f	married	1	2	monthly	y	2	1	weak profit
101531	22	23464	f	married	1	0	monthly	y	1	2	bad loss
101380	21	23463	f	married	2	2	monthly	y	1	1	weak profit
102264	21	23452	m	single	1	1	weekly	n	2	1	weak profit
101244	33	23450	f	married	2	1	monthly	y	1	2	strong profit
103225	44	23444	m	divsepwid	4	5	weekly	y	4	3	weak profit
102868	25	23438	f	single	1	3	weekly	n	3	1	weak profit
102076	20	23429	m	single	0	2	monthly	y	1	1	bad loss
102498	23	23428	m	single	0	1	monthly	n	2	1	weak profit
103817	42	23414	m	married	3	3	monthly	y	4	2	bad loss
103136	43	23413	m	divsepwid	3	6	weekly	n	4	3	strong profit
101826	31	23399	f	married	1	0	monthly	y	1	2	weak profit
101950	25	23397	m	married	1	1	monthly	y	3	1	weak profit
102525	34	23395	m	single	1	2	monthly	n	3	1	weak profit
101251	32	23388	m	married	1	1	weekly	y	2	1	weak profit
100898	18	23387	f	married	1	0	weekly	y	3	2	weak profit
101553	22	23386	m	married	1	1	weekly	y	1	2	bad loss
103562	48	23385	m	divsepwid	2	6	weekly	n	3	2	strong profit
101518	30	23381	m	married	2	1	weekly	y	2	2	weak profit
102534	23	23378	f	single	0	1	weekly	y	1	1	weak profit
101110	19	23374	f	married	2	1	monthly	y	2	1	weak profit
104060	49	23371	m	married	2	3	monthly	y	5	1	strong profit
103210	44	23371	m	divsepwid	3	5	weekly	n	4	2	bad loss
103476	47	23365	m	divsepwid	3	6	weekly	n	4	3	bad loss
102680	24	23365	m	single	1	2	monthly	y	1	1	weak profit
103756	40	23361	m	married	2	3	monthly	y	5	1	weak profit
102223	21	23350	f	single	0	1	monthly	n	1	1	weak profit
103702	31	23345	f	divsepwid	4	5	weekly	n	5	3	strong profit
101075	19	23343	m	married	2	1	monthly	y	2	2	weak profit
101839	24	23339	m	married	1	2	weekly	y	2	1	bad loss
102842	25	23333	f	single	0	2	weekly	n	1	1	weak profit
103636	49	23332	m	divsepwid	2	5	weekly	n	4	3	weak profit
102712	24	23331	m	single	1	2	weekly	y	3	1	weak profit
103288	45	23329	f	divsepwid	2	5	weekly	y	3	3	bad loss
101966	25	23329	m	married	2	2	weekly	y	3	1	weak profit
102238	21	23326	m	single	0	3	monthly	n	3	1	weak profit
103624	49	23323	m	divsepwid	2	5	weekly	n	5	3	bad loss
102272	32	23318	f	single	0	2	monthly	n	1	1	weak profit
101379	21	23315	f	married	2	1	weekly	y	2	2	weak profit
101536	22	23314	m	married	1	2	weekly	y	2	2	weak profit
102533	23	23311	m	single	0	1	monthly	y	2	1	weak profit
101371	21	23305	m	married	2	1	weekly	y	2	2	weak profit
101499	22	23302	m	married	1	1	monthly	y	1	2	weak profit
101663	23	23299	m	married	1	2	monthly	y	3	1	weak profit
102083	20	23285	f	single	1	2	monthly	y	1	1	weak profit
102266	21	23279	f	single	1	2	monthly	n	3	1	weak profit
102063	20	23272	f	single	1	2	monthly	n	3	1	weak profit
103473	47	23263	f	divsepwid	2	6	weekly	y	4	3	strong profit
102699	24	23259	f	single	1	3	monthly	n	1	1	weak profit
104059	49	23251	m	married	2	3	monthly	y	4	1	bad loss
102090	20	23249	f	single	1	3	weekly	y	1	1	weak profit
101066	19	23246	f	married	2	2	monthly	y	2	1	weak profit
103697	38	23244	m	divsepwid	4	5	weekly	y	4	3	weak profit
101807	35	23242	m	married	2	0	monthly	y	3	1	weak profit
104099	50	23240	f	married	3	3	monthly	y	4	2	bad loss
101640	23	23238	m	married	1	2	monthly	y	1	2	weak profit
101363	21	23234	m	married	1	1	weekly	y	2	1	weak profit
101237	36	23232	m	married	2	2	monthly	y	1	2	weak profit
103630	49	23230	f	divsepwid	2	5	weekly	y	3	2	bad loss
103962	26	23229	m	married	3	3	monthly	y	4	2	bad loss
101235	20	23227	m	married	2	1	weekly	y	1	1	weak profit
103300	45	23225	f	divsepwid	3	5	weekly	y	3	3	strong profit
102092	20	23216	f	single	0	1	monthly	n	3	1	weak profit
102513	34	23209	m	single	0	2	weekly	y	1	1	weak profit
101842	37	23201	f	married	2	2	weekly	y	1		weak profit
102835	26	23194	f	single	1	2	weekly	n	1	1	weak profit
101551	22	23194	m	married	2	2	weekly	y	3	1	weak profit
101666	35	23185	f	married	2	0	weekly	y	3	2	weak profit
101078	19	23185	m	married	2	2	monthly	y	1	1	weak profit
101693	23	23182	m	married	1	0	monthly	y	1	2	weak profit
103463	47	23177	m	divsepwid	3	5	weekly	n	3	3	bad loss
101665	23	23175	f	married	2	0	weekly	y	2	1	weak profit
100945	34	23164	f	married	2	0	weekly	y	2	2	weak profit
101046	19	23163	f	married	1		weekly	y	3	1	bad loss
101963	25	23159	f	married	1	2	monthly	y	2	1	weak profit
101671	35	23158	m	married	1	1	monthly	y	1	2	weak profit
102420	22	23154	f	single	1	1	monthly	n	3	1	strong profit
102890	40	23152	f	divsepwid	4	6	weekly	n	3	2	weak profit
101401	21	23149	m	married	2	1	monthly	y	2	2	weak profit
101797	36	23146	f	married	1	0	monthly	y	3	2	weak profit
101845	24	23133	m	married	1	1	monthly	y	2	1	weak profit
101808	22	23132	m	married	2	0	weekly	y	1	1	weak profit
102578	23	23125	f	single	1	2	weekly	y	2	1	bad loss
101207	20	23120	m	married	2	1	monthly	y	1		weak profit
102850	25	23119	m	single	0	3	weekly	y	2	1	bad loss
102537	23	23107	f	single	0	2	monthly	n	3	1	weak profit
101113	19	23104	f	married	2	1	monthly	y	1	1	weak profit
102099	20	23094	m	single	1	3	monthly	y	1	1	weak profit
101051	28	23090	m	married	2	2	weekly	y	1	1	bad loss
101681	23	23087	m	married	2	0	weekly	y	2	2	weak profit
103924	45	23084	f	married	2	3	weekly	y	4	2	bad loss
103693	50	23083	m	divsepwid	2	5	weekly	y	5	3	weak profit
102245	21	23079	m	single	0	2	monthly	y	3	1	weak profit
103384	36	23073	f	divsepwid	4	6	weekly	n	5	2	weak profit
102725	24	23069	f	single	0	2	weekly	n	1	1	weak profit
102832	25	23067	m	single	1	1	monthly	y	1	1	weak profit
102115	20	23064	f	single	1	3	monthly	n	2	1	weak profit
102244	21	23061	m	single	0	1	monthly	n	3	1	weak profit
101930	25	23060	m	married	2	2	weekly	y	3	2	weak profit
101364	21	23056	f	married	1	1	weekly	y	2	2	weak profit
101204	20	23054	f	married	1	1	weekly	y	2	1	weak profit
103051	42	23045	m	divsepwid	4	6	weekly	y	3	3	strong profit
102549	23	23042	m	single	0	3	monthly	y	2	1	weak profit
101532	30	23039	m	married	1	0	weekly	y	1	1	weak profit
102082	20	23038	f	single	1	1	weekly	n	1	1	weak profit
101392	21	23031	m	married	1	2	monthly	y	2	2	weak profit
102109	20	23025	m	single	0	1	weekly	n	1	1	strong profit
101083	19	23023	f	married	2	1	weekly	y	2	2	weak profit
101402	21	23021	m	married	2	1	weekly	y	3	1	weak profit
101111	19	23018	m	married	2	2	monthly	y	3	1	weak profit
101552	22	23009	m	married	1	0	monthly	y	3	2	weak profit
102812	25	23007	f	single	1	1	monthly	y	3	1	strong profit
102421	22	23006	f	single	1	1	weekly	y	1	1	weak profit
103475	29	23005	m	divsepwid	3	6	weekly	y	4	3	strong profit
102476	23	22989	f	single	0	2	monthly	y	1	1	weak profit
101441	22	22972	f	married	1	0	weekly	y	2	2	weak profit
103615	37	22970	m	divsepwid	2	6	weekly	y	5	2	bad loss
101039	19	22964	m	married	2	1	monthly	y	1	1	weak profit
102136	21	22945	m	single	0	2	monthly	n	2	1	bad loss
101590	36	22942	m	married	1	2	monthly	y	1	2	weak profit
100963	19	22940	m	married	1	2	monthly	y	2	1	weak profit
100998	19	22940	m	married	2	1	monthly	y	2	1	weak profit
102206	28	22938	f	single	0	1	weekly	y	1	1	weak profit
103746	40	22930	f	married	3	4	weekly	y	5	1	bad loss
101883	25	22918	m	married	2	1	monthly	y	3	1	weak profit
102180	21	22918	m	single	0	3	weekly	n	3	1	weak profit
102198	21	22901	m	single	0	3	monthly	y	1	1	weak profit
101426	30	22889	m	married	2	1	monthly	y	3	1	weak profit
101467	22	22889	m	married	1	1	monthly	y	2	2	weak profit
101187	20	22888	f	married	1	2	monthly	y	3	1	weak profit
101037	26	22884	f	married	2	0	monthly	y	3	2	bad loss
102303	22	22882	m	single	0	2	monthly	n	2	1	weak profit
101923	25	22864	m	married	2	2	monthly	y	2	2	weak profit
101777	27	22857	m	married	1	0	monthly	y	2	1	weak profit
101585	23	22845	f	married	1	2	weekly	y	2	1	weak profit
103359	35	22844	f	divsepwid	3	5	weekly	n	3	2	strong profit
102313	22	22833	f	single	0	2	monthly	y	2	1	weak profit
100955	19	22833	f	married	1	2	weekly	y	1	2	weak profit
102301	35	22831	f	single	0	1	monthly	y	3	1	weak profit
101771	24	22830	f	married	1		weekly	y	1	2	weak profit
102208	21	22821	f	single	0	2	weekly	y	2	1	weak profit
101488	37	22818	m	married	1	2	weekly	y	1	2	weak profit
102181	21	22818	m	single	1	1	monthly	n	1	1	weak profit
100817	18	22817	m	married	1	2	monthly	y	2	1	bad loss
101484	22	22810	f	married	2	2	weekly	y	3	2	weak profit
101476	22	22798	m	married	1	1	weekly	y	2	1	strong profit
100886	18	22795	m	married	1	2	monthly	y	3	1	weak profit
102955	41	22793	f	divsepwid	2	5	weekly	y	5	3	bad loss
102057	20	22787	f	single	1	2	weekly	n	3	1	weak profit
102606	24	22775	f	single	1	2	monthly	y	3	1	weak profit
103531	48	22760	m	divsepwid	2	5	weekly	y	4	3	bad loss
102664	37	22758	m	single	0	3	monthly	n	2	1	bad loss
103457	30	22756	m	divsepwid	4	5	weekly	n	5	3	weak profit
103983	47	22756	m	married	3	4	monthly	y	4	1	bad loss
101035	26	22750	f	married	1	2	weekly	y	2	1	weak profit
102797	25	22750	m	single	1	3	monthly	n	1	1	weak profit
101149	32	22743	m	married	1	0	weekly	y	2	1	weak profit
102330	22	22743	f	single	0	3	weekly	y	1	1	weak profit
103616	49	22742	f	divsepwid	2	6	weekly	y	5	3	bad loss
