FlightID;Carrier;Destination;Distance;Date;FlightNumber;Origin;Weather;DayOfWeek;DayOfMonth;TailNumber
386;RU;EWR;199;1/6/2004;2216;DCA;0;2;6;N12924
387;RU;EWR;213;1/6/2004;2497;IAD;0;2;6;N19966
388;RU;EWR;199;1/6/2004;2181;DCA;0;2;6;N13969
389;RU;EWR;199;1/6/2004;2761;DCA;0;2;6;N13118
390;OH;JFK;184;1/7/2004;5935;BWI;0;3;7;N983CA
391;DH;JFK;213;1/7/2004;6155;DCA;0;3;7;N408FJ
392;DH;LGA;229;1/7/2004;7208;IAD;0;3;7;N665BR
393;DH;LGA;229;1/7/2004;7211;IAD;0;3;7;N639BR
394;DH;LGA;229;1/7/2004;7215;IAD;0;3;7;N684BR
395;DH;LGA;229;1/7/2004;7790;IAD;0;3;7;N634BR
396;DH;LGA;229;1/7/2004;7792;IAD;0;3;7;N328UE
397;DH;JFK;228;1/7/2004;7800;IAD;0;3;7;N694BR
398;DH;JFK;228;1/7/2004;7806;IAD;0;3;7;N309UE
399;DH;JFK;228;1/7/2004;7808;IAD;0;3;7;N330UE
400;DH;JFK;228;1/7/2004;7810;IAD;0;3;7;N320UE
401;DH;JFK;228;1/7/2004;7812;IAD;0;3;7;N332UE
402;DH;JFK;228;1/7/2004;7814;IAD;0;3;7;N695BR
403;DH;JFK;228;1/7/2004;7816;IAD;0;3;7;N305UE
404;DL;JFK;213;1/7/2004;746;DCA;0;3;7;N908DE
405;DL;LGA;214;1/7/2004;1740;DCA;0;3;7;N223DZ
406;DL;LGA;214;1/7/2004;1744;DCA;0;3;7;N242DL
407;DL;LGA;214;1/7/2004;1746;DCA;0;3;7;N225DL
408;DL;LGA;214;1/7/2004;1748;DCA;0;3;7;N223DZ
409;DL;LGA;214;1/7/2004;1750;DCA;0;3;7;N224DA
410;DL;LGA;214;1/7/2004;1752;DCA;0;3;7;N242DL
411;DL;LGA;214;1/7/2004;1754;DCA;0;3;7;N225DL
412;DL;LGA;214;1/7/2004;1756;DCA;0;3;7;N223DZ
413;DL;LGA;214;1/7/2004;1758;DCA;0;3;7;N224DA
414;DL;LGA;214;1/7/2004;1760;DCA;0;3;7;N242DL
415;DL;LGA;214;1/7/2004;1762;DCA;0;3;7;N225DL
416;DL;LGA;214;1/7/2004;1764;DCA;0;3;7;N223DZ
417;DL;LGA;214;1/7/2004;1766;DCA;0;3;7;N224DA
418;DL;LGA;214;1/7/2004;1768;DCA;0;3;7;N242DL
419;MQ;JFK;213;1/7/2004;4752;DCA;0;3;7;N736MQ
420;MQ;JFK;213;1/7/2004;4760;DCA;0;3;7;N705MQ
421;MQ;JFK;213;1/7/2004;4784;DCA;0;3;7;N846MQ
422;MQ;LGA;214;1/7/2004;4952;DCA;0;3;7;N722MQ
423;MQ;LGA;214;1/7/2004;4954;DCA;0;3;7;N723MQ
424;MQ;LGA;214;1/7/2004;4956;DCA;0;3;7;N733MQ
425;MQ;LGA;214;1/7/2004;4960;DCA;0;3;7;N722MQ
426;MQ;LGA;214;1/7/2004;4964;DCA;0;3;7;N726MQ
427;MQ;LGA;214;1/7/2004;4966;DCA;0;3;7;N730MQ
428;MQ;LGA;214;1/7/2004;4968;DCA;0;3;7;N703MQ
429;MQ;LGA;214;1/7/2004;4970;DCA;0;3;7;N713MQ
430;MQ;LGA;214;1/7/2004;4976;DCA;0;3;7;N735MQ
431;UA;LGA;229;1/7/2004;846;IAD;0;3;7;N567UA
432;US;LGA;214;1/7/2004;1479;DCA;0;3;7;N754UW
433;US;LGA;214;1/7/2004;2160;DCA;0;3;7;N725UW
434;US;LGA;214;1/7/2004;2162;DCA;0;3;7;N722UW
435;US;LGA;214;1/7/2004;2164;DCA;0;3;7;N744UW
436;US;LGA;214;1/7/2004;2166;DCA;0;3;7;N720UW
437;US;LGA;214;1/7/2004;2168;DCA;0;3;7;N725UW
438;US;LGA;214;1/7/2004;2170;DCA;0;3;7;N722UW
439;US;LGA;214;1/7/2004;2172;DCA;0;3;7;N744UW
440;US;LGA;214;1/7/2004;2174;DCA;0;3;7;N720UW
441;US;LGA;214;1/7/2004;2176;DCA;0;3;7;N725UW
442;US;LGA;214;1/7/2004;2178;DCA;0;3;7;N722UW
443;US;LGA;214;1/7/2004;2180;DCA;0;3;7;N744UW
444;US;LGA;214;1/7/2004;2182;DCA;0;3;7;N720UW
445;US;LGA;214;1/7/2004;2184;DCA;0;3;7;N725UW
446;US;LGA;214;1/7/2004;2186;DCA;0;3;7;N722UW
447;US;LGA;214;1/7/2004;2188;DCA;0;3;7;N744UW
448;RU;EWR;169;1/7/2004;2703;BWI;0;3;7;N15574
449;RU;EWR;169;1/7/2004;2403;BWI;0;3;7;N21537
450;RU;EWR;169;1/7/2004;3372;BWI;0;3;7;N36915
451;RU;EWR;169;1/7/2004;2303;BWI;0;3;7;N18557
452;CO;EWR;199;1/7/2004;808;DCA;0;3;7;N14654
453;CO;EWR;199;1/7/2004;816;DCA;0;3;7;N60312
454;CO;EWR;199;1/7/2004;814;DCA;0;3;7;N76355
455;CO;EWR;199;1/7/2004;806;DCA;0;3;7;N18622
456;DH;EWR;213;1/7/2004;7299;IAD;0;3;7;N695BR
457;DH;EWR;213;1/7/2004;7302;IAD;0;3;7;N696BR
458;DH;EWR;213;1/7/2004;7303;IAD;0;3;7;N696BR
459;DH;EWR;213;1/7/2004;7304;IAD;0;3;7;N628BR
460;DH;EWR;213;1/7/2004;7305;IAD;0;3;7;N301UE
461;DH;EWR;213;1/7/2004;7307;IAD;0;3;7;N324UE
462;RU;EWR;199;1/7/2004;2216;DCA;0;3;7;N18557
463;RU;EWR;213;1/7/2004;2855;IAD;0;3;7;N13903
464;RU;EWR;213;1/7/2004;2156;IAD;0;3;7;N11150
465;RU;EWR;199;1/7/2004;2582;DCA;0;3;7;N19966
466;RU;EWR;213;1/7/2004;2367;IAD;0;3;7;N13538
467;RU;EWR;213;1/7/2004;2497;IAD;0;3;7;N13955
468;RU;EWR;213;1/7/2004;2385;IAD;0;3;7;N15527
469;RU;EWR;199;1/7/2004;2761;DCA;0;3;7;N16147
470;RU;EWR;199;1/7/2004;2879;DCA;0;3;7;N14153
471;RU;EWR;199;1/7/2004;2261;DCA;0;3;7;N11140
472;RU;EWR;199;1/7/2004;2181;DCA;0;3;7;N13538
473;OH;JFK;184;1/8/2004;5935;BWI;0;4;8;N819cA
474;DH;JFK;213;1/8/2004;6155;DCA;0;4;8;N418FJ
475;DH;LGA;229;1/8/2004;7208;IAD;0;4;8;N682BR
476;DH;LGA;229;1/8/2004;7211;IAD;0;4;8;N662BR
477;DH;LGA;229;1/8/2004;7215;IAD;0;4;8;N680BR
478;DH;LGA;229;1/8/2004;7684;IAD;0;4;8;N667BR
479;DH;LGA;229;1/8/2004;7790;IAD;0;4;8;N642BR
480;DH;LGA;229;1/8/2004;7792;IAD;0;4;8;N639BR
481;DH;JFK;228;1/8/2004;7800;IAD;0;4;8;N631BR
482;DH;JFK;228;1/8/2004;7806;IAD;0;4;8;N331UE
483;DH;JFK;228;1/8/2004;7808;IAD;0;4;8;N301UE
484;DH;JFK;228;1/8/2004;7810;IAD;0;4;8;N308UE
485;DH;JFK;228;1/8/2004;7812;IAD;0;4;8;N316UE
486;DH;JFK;228;1/8/2004;7814;IAD;0;4;8;N638BR
487;DH;JFK;228;1/8/2004;7816;IAD;0;4;8;N320UE
488;DL;JFK;213;1/8/2004;746;DCA;0;4;8;N962DL
489;DL;LGA;214;1/8/2004;1740;DCA;0;4;8;N223DZ
490;DL;LGA;214;1/8/2004;1742;DCA;0;4;8;N225DL
491;DL;LGA;214;1/8/2004;1744;DCA;0;4;8;N242DL
492;DL;LGA;214;1/8/2004;1746;DCA;0;4;8;N224DA
493;DL;LGA;214;1/8/2004;1748;DCA;0;4;8;N223DZ
494;DL;LGA;214;1/8/2004;1750;DCA;0;4;8;N225DL
495;DL;LGA;214;1/8/2004;1752;DCA;0;4;8;N242DL
496;DL;LGA;214;1/8/2004;1754;DCA;0;4;8;N224DA
497;DL;LGA;214;1/8/2004;1756;DCA;0;4;8;N241DL
498;DL;LGA;214;1/8/2004;1758;DCA;0;4;8;N225DL
499;DL;LGA;214;1/8/2004;1760;DCA;0;4;8;N242DL
500;DL;LGA;214;1/8/2004;1762;DCA;0;4;8;N224DA
501;DL;LGA;214;1/8/2004;1764;DCA;0;4;8;N241DL
502;DL;LGA;214;1/8/2004;1766;DCA;0;4;8;N225DL
503;DL;LGA;214;1/8/2004;1768;DCA;0;4;8;N242DL
504;MQ;JFK;213;1/8/2004;4752;DCA;0;4;8;N723MQ
505;MQ;JFK;213;1/8/2004;4760;DCA;0;4;8;N737MQ
506;MQ;JFK;213;1/8/2004;4784;DCA;0;4;8;N710MQ
507;MQ;LGA;214;1/8/2004;4952;DCA;0;4;8;N708MQ
508;MQ;LGA;214;1/8/2004;4954;DCA;0;4;8;N707MQ
509;MQ;LGA;214;1/8/2004;4956;DCA;0;4;8;N705MQ
510;MQ;LGA;214;1/8/2004;4960;DCA;0;4;8;N708MQ
511;MQ;LGA;214;1/8/2004;4964;DCA;0;4;8;N732MQ
512;MQ;LGA;214;1/8/2004;4966;DCA;0;4;8;N736MQ
513;MQ;LGA;214;1/8/2004;4968;DCA;0;4;8;N707MQ
514;MQ;LGA;214;1/8/2004;4970;DCA;0;4;8;N721MQ
515;MQ;LGA;214;1/8/2004;4976;DCA;0;4;8;N732MQ
516;UA;LGA;229;1/8/2004;846;IAD;0;4;8;N518UA
517;US;LGA;214;1/8/2004;1479;DCA;0;4;8;N767UW
518;US;LGA;214;1/8/2004;2160;DCA;0;4;8;N727UW
519;US;LGA;214;1/8/2004;2162;DCA;0;4;8;N725UW
520;US;LGA;214;1/8/2004;2164;DCA;0;4;8;N744UW
521;US;LGA;214;1/8/2004;2166;DCA;0;4;8;N719UW
522;US;LGA;214;1/8/2004;2168;DCA;0;4;8;N727UW
523;US;LGA;214;1/8/2004;2170;DCA;0;4;8;N725UW
524;US;LGA;214;1/8/2004;2172;DCA;0;4;8;N744UW
525;US;LGA;214;1/8/2004;2174;DCA;0;4;8;N719UW
526;US;LGA;214;1/8/2004;2176;DCA;0;4;8;N727UW
527;US;LGA;214;1/8/2004;2178;DCA;0;4;8;N725UW
528;US;LGA;214;1/8/2004;2180;DCA;0;4;8;N770UW
529;US;LGA;214;1/8/2004;2182;DCA;0;4;8;N719UW
530;US;LGA;214;1/8/2004;2184;DCA;0;4;8;N725UW
531;US;LGA;214;1/8/2004;2186;DCA;0;4;8;N738UW
532;US;LGA;214;1/8/2004;2188;DCA;0;4;8;N770UW
533;RU;EWR;169;1/8/2004;3372;BWI;0;4;8;N13538
534;RU;EWR;169;1/8/2004;2403;BWI;0;4;8;N13935
535;RU;EWR;169;1/8/2004;2303;BWI;0;4;8;N14933
536;RU;EWR;169;1/8/2004;2703;BWI;0;4;8;N15973
537;CO;EWR;199;1/8/2004;814;DCA;0;4;8;N29717
538;CO;EWR;199;1/8/2004;806;DCA;0;4;8;N11612
539;CO;EWR;199;1/8/2004;808;DCA;0;4;8;N18658
540;CO;EWR;199;1/8/2004;816;DCA;0;4;8;N14645
541;DH;EWR;213;1/8/2004;7299;IAD;0;4;8;N674BR
542;DH;EWR;213;1/8/2004;7302;IAD;0;4;8;N652BR
543;DH;EWR;213;1/8/2004;7303;IAD;0;4;8;N652BR
544;DH;EWR;213;1/8/2004;7304;IAD;0;4;8;N695BR
545;DH;EWR;213;1/8/2004;7305;IAD;0;4;8;N332UE
546;DH;EWR;213;1/8/2004;7307;IAD;0;4;8;N303UE
547;RU;EWR;213;1/8/2004;2156;IAD;0;4;8;N13132
548;RU;EWR;213;1/8/2004;2385;IAD;0;4;8;N24103
549;RU;EWR;213;1/8/2004;2692;IAD;0;4;8;N25504
550;RU;EWR;199;1/8/2004;2181;DCA;0;4;8;N10575
551;RU;EWR;199;1/8/2004;2761;DCA;0;4;8;N11565
552;RU;EWR;199;1/8/2004;2216;DCA;0;4;8;N16546
553;RU;EWR;213;1/8/2004;2855;IAD;0;4;8;N14952
554;RU;EWR;213;1/8/2004;2497;IAD;0;4;8;N12564
555;RU;EWR;199;1/8/2004;2582;DCA;0;4;8;N36915
556;RU;EWR;199;1/8/2004;2879;DCA;0;4;8;N16954
557;RU;EWR;199;1/8/2004;2261;DCA;0;4;8;N16963
558;OH;JFK;184;1/9/2004;5935;BWI;0;5;9;N812CA
559;DH;JFK;213;1/9/2004;6155;DCA;0;5;9;N415FJ
560;DH;LGA;229;1/9/2004;7208;IAD;0;5;9;N650BR
561;DH;LGA;229;1/9/2004;7211;IAD;0;5;9;N697BR
562;DH;LGA;229;1/9/2004;7215;IAD;0;5;9;N658BR
563;DH;LGA;229;1/9/2004;7684;IAD;0;5;9;N699BR
564;DH;LGA;229;1/9/2004;7790;IAD;0;5;9;N647BR
565;DH;LGA;229;1/9/2004;7792;IAD;0;5;9;N647BR
566;DH;JFK;228;1/9/2004;7800;IAD;0;5;9;N667BR
567;DH;JFK;228;1/9/2004;7806;IAD;0;5;9;N316UE
568;DH;JFK;228;1/9/2004;7808;IAD;0;5;9;N308UE
569;DH;JFK;228;1/9/2004;7810;IAD;0;5;9;N311UE
570;DH;JFK;228;1/9/2004;7812;IAD;0;5;9;N333UE
571;DH;JFK;228;1/9/2004;7814;IAD;0;5;9;N675BR
572;DH;JFK;228;1/9/2004;7816;IAD;0;5;9;N309UE
573;DL;JFK;213;1/9/2004;746;DCA;0;5;9;N951DL
574;DL;LGA;214;1/9/2004;1740;DCA;0;5;9;N241DL
575;DL;LGA;214;1/9/2004;1742;DCA;0;5;9;N224DA
576;DL;LGA;214;1/9/2004;1744;DCA;0;5;9;N242DL
577;DL;LGA;214;1/9/2004;1746;DCA;0;5;9;N225DL
578;DL;LGA;214;1/9/2004;1748;DCA;0;5;9;N241DL
579;DL;LGA;214;1/9/2004;1750;DCA;0;5;9;N224DA
580;DL;LGA;214;1/9/2004;1752;DCA;0;5;9;N222DZ
581;DL;LGA;214;1/9/2004;1754;DCA;0;5;9;N225DL
582;DL;LGA;214;1/9/2004;1756;DCA;0;5;9;N241DL
583;DL;LGA;214;1/9/2004;1758;DCA;0;5;9;N221DL
584;DL;LGA;214;1/9/2004;1760;DCA;0;5;9;N222DZ
585;DL;LGA;214;1/9/2004;1762;DCA;0;5;9;N225DL
586;DL;LGA;214;1/9/2004;1764;DCA;0;5;9;N241DL
587;DL;LGA;214;1/9/2004;1766;DCA;0;5;9;N221DL
588;DL;LGA;214;1/9/2004;1768;DCA;0;5;9;N222DZ
589;MQ;JFK;213;1/9/2004;4752;DCA;0;5;9;N708MQ
590;MQ;JFK;213;1/9/2004;4760;DCA;0;5;9;N801MQ
591;MQ;JFK;213;1/9/2004;4784;DCA;0;5;9;N736MQ
592;MQ;LGA;214;1/9/2004;4954;DCA;0;5;9;N731MQ
593;MQ;LGA;214;1/9/2004;4956;DCA;0;5;9;N715MQ
594;MQ;LGA;214;1/9/2004;4960;DCA;0;5;9;N713MQ
595;MQ;LGA;214;1/9/2004;4964;DCA;0;5;9;N715MQ
596;MQ;LGA;214;1/9/2004;4966;DCA;0;5;9;N739MQ
597;MQ;LGA;214;1/9/2004;4968;DCA;0;5;9;N712MQ
598;MQ;LGA;214;1/9/2004;4970;DCA;0;5;9;N732MQ
599;MQ;LGA;214;1/9/2004;4972;DCA;0;5;9;N707MQ
600;MQ;LGA;214;1/9/2004;4976;DCA;0;5;9;N726MQ
601;UA;LGA;229;1/9/2004;846;IAD;0;5;9;N520UA
602;US;LGA;214;1/9/2004;1479;DCA;0;5;9;N733UW
603;US;LGA;214;1/9/2004;2160;DCA;0;5;9;N724UW
604;US;LGA;214;1/9/2004;2162;DCA;0;5;9;N738UW
605;US;LGA;214;1/9/2004;2166;DCA;0;5;9;N722UW
606;US;LGA;214;1/9/2004;2168;DCA;0;5;9;N724UW
607;US;LGA;214;1/9/2004;2170;DCA;0;5;9;N738UW
608;US;LGA;214;1/9/2004;2172;DCA;0;5;9;N750UW
609;US;LGA;214;1/9/2004;2174;DCA;0;5;9;N722UW
610;US;LGA;214;1/9/2004;2176;DCA;0;5;9;N724UW
611;US;LGA;214;1/9/2004;2178;DCA;0;5;9;N738UW
612;US;LGA;214;1/9/2004;2180;DCA;0;5;9;N750UW
613;US;LGA;214;1/9/2004;2182;DCA;0;5;9;N722UW
614;US;LGA;214;1/9/2004;2184;DCA;0;5;9;N724UW
615;US;LGA;214;1/9/2004;2186;DCA;0;5;9;N738UW
616;US;LGA;214;1/9/2004;2188;DCA;0;5;9;N750UW
617;RU;EWR;169;1/9/2004;3372;BWI;0;5;9;N16963
618;RU;EWR;169;1/9/2004;2403;BWI;0;5;9;N15926
619;RU;EWR;169;1/9/2004;2303;BWI;0;5;9;N13989
620;RU;EWR;169;1/9/2004;2703;BWI;0;5;9;N12552
621;CO;EWR;199;1/9/2004;814;DCA;0;5;9;N70353
622;CO;EWR;199;1/9/2004;816;DCA;0;5;9;N46625
623;CO;EWR;199;1/9/2004;808;DCA;0;5;9;N14664
624;CO;EWR;199;1/9/2004;806;DCA;0;5;9;N19621
625;DH;EWR;213;1/9/2004;7299;IAD;0;5;9;N698BR
626;DH;EWR;213;1/9/2004;7302;IAD;0;5;9;N652BR
627;DH;EWR;213;1/9/2004;7303;IAD;0;5;9;N661BR
628;DH;EWR;213;1/9/2004;7304;IAD;0;5;9;N646BR
629;DH;EWR;213;1/9/2004;7305;IAD;0;5;9;N301UE
630;DH;EWR;213;1/9/2004;7307;IAD;0;5;9;N312UE
631;RU;EWR;199;1/9/2004;2181;DCA;0;5;9;N18556
632;RU;EWR;199;1/9/2004;2261;DCA;0;5;9;N13955
633;RU;EWR;199;1/9/2004;2216;DCA;0;5;9;N13989
634;RU;EWR;213;1/9/2004;2855;IAD;0;5;9;N13550
635;RU;EWR;213;1/9/2004;2692;IAD;0;5;9;N14505
636;RU;EWR;213;1/9/2004;2385;IAD;0;5;9;N27152
637;RU;EWR;213;1/9/2004;2156;IAD;0;5;9;N16151
638;RU;EWR;199;1/9/2004;2582;DCA;0;5;9;N11565
639;RU;EWR;199;1/9/2004;2879;DCA;0;5;9;N14907
640;RU;EWR;213;1/9/2004;2497;IAD;0;5;9;N12900
641;RU;EWR;199;1/9/2004;2761;DCA;0;5;9;N15985
642;OH;JFK;184;1/10/2004;5935;BWI;0;6;10;N805CA
643;DH;JFK;213;1/10/2004;6155;DCA;0;6;10;N424FJ
644;DH;LGA;229;1/10/2004;7208;IAD;0;6;10;N627BR
645;DH;LGA;229;1/10/2004;7215;IAD;0;6;10;N688BR
646;DH;LGA;229;1/10/2004;7684;IAD;0;6;10;N692BR
647;DH;JFK;228;1/10/2004;7800;IAD;0;6;10;N682BR
648;DH;JFK;228;1/10/2004;7806;IAD;0;6;10;N313UE
649;DH;JFK;228;1/10/2004;7810;IAD;0;6;10;N315UE
650;DH;JFK;228;1/10/2004;7812;IAD;0;6;10;N321UE
651;DH;JFK;228;1/10/2004;7814;IAD;0;6;10;N642BR
652;DH;JFK;228;1/10/2004;7818;IAD;0;6;10;N307UE
653;DL;JFK;213;1/10/2004;746;DCA;0;6;10;N906DE
654;DL;LGA;214;1/10/2004;1742;DCA;0;6;10;N225DL
655;DL;LGA;214;1/10/2004;1744;DCA;0;6;10;N241DL
656;DL;LGA;214;1/10/2004;1748;DCA;0;6;10;N221DL
657;DL;LGA;214;1/10/2004;1752;DCA;0;6;10;N241DL
658;DL;LGA;214;1/10/2004;1756;DCA;0;6;10;N221DL
659;DL;LGA;214;1/10/2004;1760;DCA;0;6;10;N241DL
660;DL;LGA;214;1/10/2004;1764;DCA;0;6;10;N221DL
661;DL;LGA;214;1/10/2004;1768;DCA;0;6;10;N241DL
662;MQ;JFK;213;1/10/2004;4752;DCA;0;6;10;N841MQ
663;MQ;JFK;213;1/10/2004;4760;DCA;0;6;10;N718MQ
664;MQ;JFK;213;1/10/2004;4784;DCA;0;6;10;N709MQ
665;MQ;LGA;214;1/10/2004;4956;DCA;0;6;10;N717MQ
666;MQ;LGA;214;1/10/2004;4964;DCA;0;6;10;N715MQ
667;UA;LGA;229;1/10/2004;846;IAD;0;6;10;N565UA
668;US;LGA;214;1/10/2004;2160;DCA;0;6;10;N722UW
669;US;LGA;214;1/10/2004;2164;DCA;0;6;10;N750UW
670;US;LGA;214;1/10/2004;2168;DCA;0;6;10;N722UW
671;US;LGA;214;1/10/2004;2172;DCA;0;6;10;N750UW
672;US;LGA;214;1/10/2004;2176;DCA;0;6;10;N722UW
673;US;LGA;214;1/10/2004;2180;DCA;0;6;10;N750UW
674;US;LGA;214;1/10/2004;2184;DCA;0;6;10;N722UW
675;RU;EWR;169;1/10/2004;3372;BWI;0;6;10;N13553
676;RU;EWR;169;1/10/2004;2229;BWI;0;6;10;N14943
677;RU;EWR;169;1/10/2004;2703;BWI;0;6;10;N10575
678;RU;EWR;169;1/10/2004;2303;BWI;0;6;10;N13936
679;CO;EWR;199;1/10/2004;808;DCA;0;6;10;N14660
680;DH;EWR;213;1/10/2004;7299;IAD;0;6;10;N705BR
681;DH;EWR;213;1/10/2004;7302;IAD;0;6;10;N658BR
682;DH;EWR;213;1/10/2004;7303;IAD;0;6;10;N658BR
683;DH;EWR;213;1/10/2004;7304;IAD;0;6;10;N625BR
684;RU;EWR;213;1/10/2004;2497;IAD;0;6;10;N16149
685;RU;EWR;213;1/10/2004;2855;IAD;0;6;10;N26545
686;RU;EWR;199;1/10/2004;2361;DCA;0;6;10;N17560
687;RU;EWR;213;1/10/2004;2156;IAD;0;6;10;N11113
688;RU;EWR;199;1/10/2004;2761;DCA;0;6;10;N14943
689;RU;EWR;199;1/10/2004;2097;DCA;0;6;10;N13903
690;RU;EWR;199;1/10/2004;2216;DCA;0;6;10;N13553
691;RU;EWR;199;1/10/2004;2582;DCA;0;6;10;N27152
692;OH;JFK;184;1/11/2004;5935;BWI;0;7;11;N966CA
693;DH;JFK;213;1/11/2004;6155;DCA;0;7;11;N415FJ
694;DH;LGA;229;1/11/2004;7208;IAD;0;7;11;N684BR
695;DH;LGA;229;1/11/2004;7211;IAD;0;7;11;N309UE
696;DH;LGA;229;1/11/2004;7215;IAD;0;7;11;N706BR
697;DH;LGA;229;1/11/2004;7684;IAD;0;7;11;N677BR
698;DH;JFK;228;1/11/2004;7800;IAD;0;7;11;N692BR
699;DH;JFK;228;1/11/2004;7806;IAD;0;7;11;N321UE
700;DH;JFK;228;1/11/2004;7808;IAD;0;7;11;N316UE
701;DH;JFK;228;1/11/2004;7810;IAD;0;7;11;N332UE
702;DH;JFK;228;1/11/2004;7812;IAD;0;7;11;N329UE
703;DH;JFK;228;1/11/2004;7814;IAD;0;7;11;N674BR
704;DH;JFK;228;1/11/2004;7816;IAD;0;7;11;N330UE
705;DL;JFK;213;1/11/2004;746;DCA;0;7;11;N970DL
706;DL;LGA;214;1/11/2004;1744;DCA;0;7;11;N221DL
707;DL;LGA;214;1/11/2004;1748;DCA;0;7;11;N242DL
708;DL;LGA;214;1/11/2004;1750;DCA;0;7;11;N241DL
709;DL;LGA;214;1/11/2004;1752;DCA;0;7;11;N221DL
710;DL;LGA;214;1/11/2004;1754;DCA;0;7;11;N222DZ
711;DL;LGA;214;1/11/2004;1756;DCA;0;7;11;N242DL
712;DL;LGA;214;1/11/2004;1758;DCA;0;7;11;N241DL
713;DL;LGA;214;1/11/2004;1760;DCA;0;7;11;N221DL
714;DL;LGA;214;1/11/2004;1762;DCA;0;7;11;N222DZ
715;DL;LGA;214;1/11/2004;1764;DCA;0;7;11;N242DL
716;DL;LGA;214;1/11/2004;1766;DCA;0;7;11;N241DL
717;DL;LGA;214;1/11/2004;1768;DCA;0;7;11;N221DL
718;MQ;JFK;213;1/11/2004;4752;DCA;0;7;11;N801MQ
719;MQ;JFK;213;1/11/2004;4760;DCA;0;7;11;N710MQ
720;MQ;JFK;213;1/11/2004;4771;DCA;0;7;11;N704MQ
721;MQ;JFK;213;1/11/2004;4784;DCA;0;7;11;N704MQ
722;MQ;LGA;214;1/11/2004;4964;DCA;0;7;11;N709MQ
723;MQ;LGA;214;1/11/2004;4968;DCA;0;7;11;N704MQ
724;MQ;LGA;214;1/11/2004;4972;DCA;0;7;11;N737MQ
725;MQ;LGA;214;1/11/2004;4976;DCA;0;7;11;N734MQ
726;UA;LGA;229;1/11/2004;846;IAD;0;7;11;N588UA
727;US;LGA;214;1/11/2004;2164;DCA;0;7;11;N763UW
728;US;LGA;214;1/11/2004;2166;DCA;0;7;11;N721UW
729;US;LGA;214;1/11/2004;2168;DCA;0;7;11;N722UW
730;US;LGA;214;1/11/2004;2170;DCA;0;7;11;N748UW
731;US;LGA;214;1/11/2004;2172;DCA;0;7;11;N763UW
732;US;LGA;214;1/11/2004;2174;DCA;0;7;11;N721UW
733;US;LGA;214;1/11/2004;2176;DCA;0;7;11;N722UW
734;US;LGA;214;1/11/2004;2178;DCA;0;7;11;N748UW
735;US;LGA;214;1/11/2004;2180;DCA;0;7;11;N763UW
736;US;LGA;214;1/11/2004;2182;DCA;0;7;11;N721UW
737;US;LGA;214;1/11/2004;2184;DCA;0;7;11;N722UW
738;US;LGA;214;1/11/2004;2186;DCA;0;7;11;N748UW
739;US;LGA;214;1/11/2004;2188;DCA;0;7;11;N763UW
740;RU;EWR;169;1/11/2004;3372;BWI;0;7;11;N12540
741;RU;EWR;169;1/11/2004;2303;BWI;0;7;11;N13990
742;RU;EWR;169;1/11/2004;2703;BWI;0;7;11;N12946
743;RU;EWR;169;1/11/2004;2403;BWI;0;7;11;N10575
744;CO;EWR;199;1/11/2004;816;DCA;0;7;11;N33608
745;CO;EWR;199;1/11/2004;1767;DCA;0;7;11;N11656
746;CO;EWR;199;1/11/2004;810;DCA;0;7;11;N19623
747;DH;EWR;213;1/11/2004;7299;IAD;0;7;11;N654BR
748;DH;EWR;213;1/11/2004;7302;IAD;0;7;11;N691BR
749;DH;EWR;213;1/11/2004;7303;IAD;0;7;11;N691BR
750;DH;EWR;213;1/11/2004;7304;IAD;0;7;11;N652BR
751;DH;EWR;213;1/11/2004;7307;IAD;0;7;11;N307UE
752;RU;EWR;199;1/11/2004;2879;DCA;0;7;11;N13123
753;RU;EWR;213;1/11/2004;2254;IAD;0;7;11;N13975
754;RU;EWR;213;1/11/2004;2497;IAD;0;7;11;N13969
755;RU;EWR;199;1/11/2004;2097;DCA;0;7;11;N16976
756;RU;EWR;199;1/11/2004;2216;DCA;0;7;11;N14993
757;RU;EWR;199;1/11/2004;2582;DCA;0;7;11;N13968
758;RU;EWR;213;1/11/2004;2156;IAD;0;7;11;N17115
759;RU;EWR;213;1/11/2004;2385;IAD;0;7;11;N17115
760;OH;JFK;184;1/12/2004;5935;BWI;0;1;12;N812CA
761;DH;JFK;213;1/12/2004;6155;DCA;0;1;12;N418FJ
762;DH;LGA;229;1/12/2004;7208;IAD;0;1;12;N320UE
763;DH;LGA;229;1/12/2004;7211;IAD;0;1;12;N676BR
764;DH;LGA;229;1/12/2004;7215;IAD;0;1;12;N645BR
765;DH;LGA;229;1/12/2004;7684;IAD;0;1;12;N702BR
766;DH;LGA;229;1/12/2004;7790;IAD;0;1;12;N676BR
767;DH;LGA;229;1/12/2004;7792;IAD;0;1;12;N676BR
768;DH;JFK;228;1/12/2004;7800;IAD;0;1;12;N677BR
769;DH;JFK;228;1/12/2004;7806;IAD;0;1;12;N309UE
770;DH;JFK;228;1/12/2004;7808;IAD;0;1;12;N321UE
771;DH;JFK;228;1/12/2004;7810;IAD;0;1;12;N315UE
772;DH;JFK;228;1/12/2004;7812;IAD;0;1;12;N327UE
773;DH;JFK;228;1/12/2004;7814;IAD;0;1;12;N659BR
774;DL;JFK;213;1/12/2004;746;DCA;0;1;12;N974DL
